rcp,parameter,attribute,r,p,p_fdr,sig_fdr
26,number_of_reversals,aridity,-0.14743006848099444,0.0002271802740511119,0.0004245120449422237,True
45,base_flow_index,frac_high_perc,-0.12254409670716426,0.0022195284137257985,0.003689605674764964,True
45,base_flow_index,runoff_ratio,0.35915059781624653,2.4173244502656128e-20,1.4822396629173578e-19,True
45,base_flow_index,area,-0.08945603537716723,0.02579977737953518,0.03603198684081719,True
45,base_flow_index,dpsbar,0.2897503844448137,1.7773923476289926e-13,6.946754824320949e-13,True
45,base_flow_index,elev_mean,0.34508183601575526,8.328784119975157e-19,4.56078873735538e-18,True
45,base_flow_index,p_seasonality,-0.18259783135282937,4.656343174347186e-06,1.0038095601118987e-05,True
45,base_flow_index,frac_snow,0.31737608899206754,5.341457869683193e-16,2.486205844797995e-15,True
45,base_flow_index,aridity,-0.35406300749177494,8.875114452919904e-20,5.223055861948265e-19,True
45,doy_max,frac_high_perc,-0.1079531526616585,0.0070890581605403714,0.010949012905570649,True
45,doy_max,runoff_ratio,0.048698973015516095,0.22557125746037088,0.2661117138702993,False
45,doy_max,area,0.05273604381503892,0.1893713556919035,0.22680265289884116,False
45,doy_max,dpsbar,0.0642701459639853,0.10959160325521058,0.13735838645451118,False
45,doy_max,elev_mean,0.036491327171252724,0.3639683442907916,0.408540957473062,False
45,doy_max,p_seasonality,-0.02791287306693394,0.4874821326819627,0.5316099082708517,False
45,doy_max,frac_snow,-0.016936028966856934,0.6735918373811743,0.7125599602048787,False
45,doy_max,aridity,-0.07918488806745756,0.04856401523597773,0.06475202031463698,False
45,doy_min,frac_high_perc,0.2556416833703414,1.0099229899504813e-10,3.346799811356935e-10,True
45,doy_min,runoff_ratio,0.03538350170150464,0.3787230997314625,0.4215352762228452,False
45,doy_min,area,-0.11644456986690623,0.0036628248344906717,0.005888120299087045,True
45,doy_min,dpsbar,-0.010561298795829347,0.792810120587429,0.8208671015991176,False
45,doy_min,elev_mean,-0.07224663399595165,0.07200269430294938,0.09368584366736997,False
45,doy_min,p_seasonality,-0.1368107052333531,0.0006296200613580665,0.0011193245535254517,True
45,doy_min,frac_snow,-0.14881230952683228,0.00019792229024542362,0.000373245718621204,True
45,doy_min,aridity,-0.006317683168764354,0.8751500963013215,0.8934732787762245,False
45,high_pulse_count,frac_high_perc,0.2704025828589536,7.237445365179689e-12,2.600401422436492e-11,True
45,high_pulse_count,runoff_ratio,-0.0015278752347100896,0.9696894629389248,0.9734921667151558,False
45,high_pulse_count,area,0.08217190819762435,0.040653116316479915,0.05506453850274528,False
45,high_pulse_count,dpsbar,-0.03638452411773061,0.365374998612098,0.40890054489485067,False
45,high_pulse_count,elev_mean,-0.12031103752827434,0.0026732384784905376,0.004386852887779344,True
45,high_pulse_count,p_seasonality,-0.04226694036499183,0.2929672220529216,0.33519378254993487,False
45,high_pulse_count,frac_snow,-0.11269521157146556,0.004928753175010943,0.007800685086879762,True
45,high_pulse_count,aridity,0.046605254006125876,0.24617617110958182,0.28842608605973885,False
45,high_pulse_duration_mean,frac_high_perc,0.18743705193245908,2.560613913168991e-06,5.651010015269498e-06,True
45,high_pulse_duration_mean,runoff_ratio,-0.31538085996025,8.296386120158301e-16,3.7926336549295086e-15,True
45,high_pulse_duration_mean,area,0.015451267658432195,0.7007629402343509,0.7374935773894916,False
45,high_pulse_duration_mean,dpsbar,-0.2849287268541496,4.600228088872367e-13,1.7775975709453976e-12,True
45,high_pulse_duration_mean,elev_mean,-0.3327807831704188,1.5931448202243465e-17,7.957952662974296e-17,True
45,high_pulse_duration_mean,p_seasonality,0.184129717934961,3.859795827327978e-06,8.409427504646489e-06,True
45,high_pulse_duration_mean,frac_snow,-0.1911425040669454,1.6029289214780568e-06,3.6233978269172853e-06,True
45,high_pulse_duration_mean,aridity,0.3706290546705889,1.177697184306445e-21,8.039746111531998e-21,True
45,low_pulse_count,frac_high_perc,0.47095635048514073,1.3282297189801235e-35,2.428762914706512e-34,True
45,low_pulse_count,runoff_ratio,-0.3428105215247483,1.4506579146219488e-18,7.818282655646713e-18,True
45,low_pulse_count,area,0.07712181078054593,0.05474997732937958,0.07262173158715633,False
45,low_pulse_count,dpsbar,-0.22878365645666732,8.097074836316093e-09,2.211041235303381e-08,True
45,low_pulse_count,elev_mean,-0.22321503046847657,1.883532692095582e-08,5.022753845588219e-08,True
45,low_pulse_count,p_seasonality,0.16536394271117305,3.4566155288504224e-05,6.939932438597716e-05,True
45,low_pulse_count,frac_snow,-0.07575196804849081,0.05920910259936337,0.07833348974386059,False
45,low_pulse_count,aridity,0.31418857655243126,1.0776453585359255e-15,4.904483765070168e-15,True
45,low_pulse_duration_mean,frac_high_perc,-0.09489862486476339,0.018008789878257433,0.02571966643700922,True
45,low_pulse_duration_mean,runoff_ratio,0.14941639103918913,0.00018627870599301989,0.0003525866819535164,True
45,low_pulse_duration_mean,area,-0.10510463096995251,0.008762588924331127,0.01329317193854085,True
45,low_pulse_duration_mean,dpsbar,0.10946595222437311,0.0063220801403422126,0.00985359218220765,True
45,low_pulse_duration_mean,elev_mean,0.08714863482552967,0.029894146733214375,0.04125553403613412,True
45,low_pulse_duration_mean,p_seasonality,0.09595882049236074,0.016757496856287406,0.024066867855313187,True
45,low_pulse_duration_mean,frac_snow,0.20332186406915298,3.2213032602672146e-07,7.707043314284176e-07,True
45,low_pulse_duration_mean,aridity,-0.06788410699997825,0.09098873047378145,0.11588614428501517,False
45,max_1day,frac_high_perc,0.0921099895265362,0.021697249293096924,0.030730267325216113,True
45,max_1day,runoff_ratio,0.13003982939332825,0.0011628150685934913,0.0019911749669560786,True
45,max_1day,area,0.0869614113000179,0.03024955551803241,0.041671427027747523,True
45,max_1day,dpsbar,0.03178785537841643,0.42908806245095016,0.4734764827044967,False
45,max_1day,elev_mean,0.08152980221057561,0.04225490288423283,0.056932921780861075,False
45,max_1day,p_seasonality,-0.07514983368633213,0.06126219606725792,0.08094514680370594,False
45,max_1day,frac_snow,0.07076476529272199,0.07805147628802579,0.10080219431642538,False
45,max_1day,aridity,-0.06137925026318537,0.12653185420950885,0.1568627345163887,False
45,max_30day,frac_high_perc,0.04232217862058582,0.29233631092687307,0.33484606531221256,False
45,max_30day,runoff_ratio,-0.13946711462346156,0.0004911278810352806,0.0008823069301405743,True
45,max_30day,area,0.09333070209300513,0.020008818634994617,0.02840018103274838,True
45,max_30day,dpsbar,-0.23557180232694092,2.8084342639406623e-09,8.193266912465066e-09,True
45,max_30day,elev_mean,-0.1503156507492025,0.00017012972042262502,0.00032441868475375796,True
45,max_30day,p_seasonality,0.10384192645501747,0.009611049206987906,0.014473109394052375,True
45,max_30day,frac_snow,-0.040226091281690066,0.31691650003594557,0.36018035076227334,False
45,max_30day,aridity,0.23464614306308637,3.250981297757196e-09,9.430608637120024e-09,True
45,max_3day,frac_high_perc,0.08002021842029779,0.04623153624480198,0.06196478156371365,False
45,max_3day,runoff_ratio,0.07255113326539059,0.0708084778208931,0.09236672775617139,False
45,max_3day,area,0.10471114197480452,0.0090195346253708,0.013662727006478845,True
45,max_3day,dpsbar,0.0008167476869636869,0.9837942883629922,0.9857195218040157,False
45,max_3day,elev_mean,0.0673739112894491,0.09345003392791174,0.11872560141709879,False
45,max_3day,p_seasonality,-0.04028554543120029,0.3162011846661649,0.35976668122016986,False
