rcp,parameter,attribute,r_partial,p,p_fdr,sig_fdr
45,month_02_Nov,frac_snow,0.13963034163540322,0.00048361921232127554,0.001480626127802804,True
45,month_03_Dec,frac_high_perc,0.011966601961217618,0.765996238524279,0.816091117381396,False
45,month_03_Dec,runoff_ratio,0.07952983168459735,0.04758915188784142,0.08030109245104691,False
45,month_03_Dec,area,0.14499915738525954,0.00028867516235867106,0.0009304062786811844,True
45,month_03_Dec,dpsbar,0.058511761239322065,0.14527770204013307,0.20420277836562947,False
45,month_03_Dec,elev_mean,0.1074592215817984,0.007356949295130921,0.016397578528451008,True
45,month_03_Dec,p_seasonality,-0.09275118275387073,0.02079556191096155,0.03930975416080496,True
45,month_03_Dec,frac_snow,0.1201586792341768,0.0027070817691315285,0.006775266103748183,True
45,month_04_Jan,frac_high_perc,-0.16967553051835202,2.1316790672053015e-05,8.60353353250428e-05,True
45,month_04_Jan,runoff_ratio,0.18007581596670047,6.3200978159667425e-06,2.8745216462468027e-05,True
