catchment_id,month_01_Oct,month_02_Nov,month_03_Dec,month_04_Jan,month_05_Feb,month_06_Mar,month_07_Apr,month_08_May,month_09_Jun,month_10_Jul,month_11_Aug,month_12_Sep,min_1day,max_1day,min_3day,max_3day,min_7day,max_7day,min_30day,max_30day,min_90day,max_90day,base_flow_index,doy_min,doy_max,low_pulse_count,low_pulse_duration_mean,high_pulse_count,high_pulse_duration_mean,mean_rise_rate,mean_fall_rate,number_of_reversals
1001,1.8062,2.7524,2.3736,2.3293,2.4205,1.5082,0.8746,0.5228,0.3316,0.2604,0.3822,0.8467,0.1204,5.9263,0.1226,5.3216,0.1288,4.5516,0.1832,3.3161,0.2807,2.6655,0.094,295.7333,68.9333,7.1,16.4617,15.0333,5.4523,0.3469,0.2027,147.6
2001,2.227,3.2043,2.916,3.0137,3.041,2.19,1.5233,1.091,0.7451,0.5838,0.632,1.148,0.3998,7.4578,0.4041,6.47,0.4134,5.4169,0.4853,3.8905,0.6131,3.2552,0.2217,310.9,68.3667,8.1667,15.1302,19.8667,3.9474,0.4955,0.2923,155.7
2002,2.8701,3.8464,3.4868,3.5243,3.5069,2.472,1.5935,1.0455,0.6954,0.604,0.7752,1.6103,0.2045,9.6056,0.2197,8.2897,0.2561,6.6503,0.4249,4.6964,0.6205,3.8742,0.1177,289.9333,68.8667,10.6,11.4363,20.7333,3.8679,0.5426,0.4769,131.5667
3003,5.1694,6.1526,5.8217,6.3696,5.965,4.3066,2.9571,1.8126,1.1376,1.4605,2.0619,4.1739,0.2896,16.6411,0.3206,13.7808,0.4012,10.8579,0.8349,7.7779,1.355,6.5974,0.1008,264.4,111.8,19.6667,5.0124,29.4,2.8526,1.4001,1.1852,180.0
4001,4.498,5.8016,6.2286,6.8437,6.624,5.0361,3.8325,2.8269,1.9874,1.6878,1.869,3.0734,1.4094,10.7579,1.4227,10.1548,1.447,9.1646,1.5848,7.66,1.8104,6.8065,0.3449,290.5667,93.6667,3.0333,48.1139,9.0667,9.888,0.3127,0.2238,111.8667
4003,2.8826,3.9149,4.0984,4.3786,4.2714,3.1537,2.1225,1.5999,1.1285,0.8677,0.8045,1.3729,0.5621,9.944,0.5729,8.6517,0.592,7.2765,0.6758,5.3269,0.8496,4.508,0.2316,302.2,97.2333,7.0,17.6401,17.0333,5.1054,0.6346,0.3451,136.2667
4005,5.7393,7.0301,7.5977,7.9351,7.4767,5.0402,3.5533,2.2449,1.4167,1.4239,1.7638,4.1948,0.9769,18.3023,0.9858,15.6496,1.0101,12.8091,1.1933,9.5697,1.4721,8.1483,0.2193,300.8333,95.4667,10.4333,10.4466,24.2333,3.6717,1.3638,1.0187,162.8667
4006,6.1551,7.4386,7.8502,8.3089,7.8576,5.3334,3.8118,2.3623,1.4982,1.7326,2.2406,4.9378,0.7589,18.218,0.7989,15.7312,0.8745,13.2626,1.2289,9.9936,1.6891,8.4997,0.1761,272.4333,102.6667,10.3,10.2105,21.2,4.2101,1.1735,0.9219,161.5
5003,5.2688,6.8043,7.8219,8.783,8.7042,6.7374,5.4928,4.3282,3.3882,2.8935,2.7818,3.8965,2.4629,13.1613,2.4872,12.4378,2.536,11.5544,2.6851,9.8837,2.9416,8.6638,0.4559,314.2333,109.1333,4.9333,26.4648,8.4,12.0531,0.4196,0.2817,153.3
6007,4.2035,5.4458,6.2137,6.9411,6.8543,5.1801,4.1375,3.1866,2.4109,2.1629,2.2312,3.1078,1.6958,10.9554,1.717,10.4977,1.7697,9.589,1.9967,7.9076,2.2127,6.864,0.4085,298.3,102.8667,5.0333,24.7454,8.5,11.8391,0.3138,0.2464,103.3
6008,3.3634,4.483,4.8756,4.959,4.6303,2.922,1.7514,0.9611,0.3929,0.3403,0.4477,1.5827,0.0657,11.7217,0.0697,10.1456,0.0833,8.1535,0.1723,6.0234,0.3504,5.1438,0.0323,288.9,92.5667,5.4667,23.3832,17.6333,5.1774,0.6219,0.4952,119.0333
7001,2.9651,3.7717,3.6854,3.8274,3.7659,3.1498,2.1926,1.7114,1.5158,1.5402,1.6884,2.0743,0.7925,11.6373,0.8272,9.5031,0.9092,7.3644,1.1771,4.9192,1.4482,4.0946,0.3422,253.1667,113.4333,21.4333,4.4355,28.8333,2.9591,0.9141,0.696,176.4
7002,2.4483,3.1882,2.891,2.9932,2.9814,2.3688,1.6232,1.2584,1.1075,1.1606,1.3525,1.5933,0.4511,8.583,0.4726,6.9541,0.5258,5.5609,0.7666,3.9306,1.0503,3.2544,0.252,275.8333,107.8333,15.7333,6.6104,21.3333,4.2082,0.5579,0.3989,161.9333
7003,0.812,1.2239,1.1194,1.2087,1.385,1.4187,1.1262,0.8883,0.7605,0.6169,0.5841,0.5499,0.2338,4.0161,0.2441,3.4411,0.2632,2.7038,0.3793,1.7798,0.5446,1.4723,0.266,287.6667,117.4667,11.4667,11.502,17.2333,4.3579,0.1912,0.1346,119.3667
7005,1.5715,2.1466,1.7139,1.7619,1.8076,1.5161,1.0274,0.8539,0.792,0.8002,0.9158,1.0031,0.3264,6.6335,0.3363,5.311,0.3493,4.1003,0.4863,2.6549,0.6988,2.0553,0.2632,279.6667,136.7,14.3667,7.5492,20.8,4.1306,0.4243,0.2564,151.3333
7006,1.3172,1.6081,1.3641,1.4671,1.6307,1.7057,1.4464,1.3479,1.3094,1.175,1.1387,1.0486,0.3802,5.1955,0.4125,4.4155,0.479,3.474,0.7541,2.2384,1.0099,1.8,0.348,231.3333,142.0,22.3,5.0419,22.6667,3.2989,0.3318,0.2674,128.1
8004,2.1913,2.9175,2.728,2.769,2.8313,2.5924,2.0542,1.6695,1.6359,1.6159,1.5741,1.5335,0.8421,7.2762,0.8786,6.1073,0.9373,4.8941,1.2021,3.5417,1.4715,3.0128,0.4298,295.4333,103.9333,17.3333,5.9749,21.9,3.9088,0.4494,0.2989,167.4
8005,1.8796,2.6287,3.2142,3.6784,3.788,3.4145,2.75,2.2418,1.8323,1.5713,1.4117,1.4323,1.1371,5.7519,1.1496,5.4634,1.1786,5.0085,1.2994,4.198,1.4623,3.7252,0.4744,300.3667,123.8333,6.7333,23.6269,9.8333,8.7565,0.1815,0.1287,120.9
8006,1.5915,2.1806,2.3862,2.6342,2.7735,2.4112,1.9711,1.6701,1.4894,1.3397,1.2092,1.1817,0.7604,4.6371,0.7783,4.3213,0.8217,3.7888,1.0209,3.0415,1.2227,2.7091,0.4309,297.0667,120.8333,11.0667,12.2485,14.1333,5.6823,0.196,0.1463,121.8667
8009,1.6711,2.5359,2.6978,2.9694,2.9717,2.3536,1.632,1.2213,0.9558,0.8738,0.9011,1.0198,0.446,7.344,0.4737,6.1996,0.5084,4.9875,0.6749,3.5672,0.8432,3.044,0.2793,273.6333,109.4667,12.8667,9.1409,20.4,4.4065,0.4621,0.3151,168.8
8011,1.5548,2.1117,1.9708,1.9979,2.118,2.094,1.751,1.4596,1.4113,1.3186,1.2175,1.1152,0.6684,5.9472,0.6948,4.7486,0.7396,3.696,0.9404,2.6567,1.1802,2.2416,0.4407,289.1,119.2,16.1,6.8813,23.4,3.3014,0.3615,0.2155,167.2667
8013,2.564,3.5551,3.9195,4.0562,3.9646,3.7316,2.7242,2.0563,1.7133,1.5762,1.5147,1.7286,0.968,9.4754,1.0044,8.2177,1.0607,6.7428,1.3027,4.9325,1.5179,4.2261,0.3843,312.1667,127.9667,11.0,12.1626,20.1667,4.5881,0.5558,0.3659,171.3667
9002,1.3129,2.0436,1.7887,1.8112,1.8887,1.7952,1.3417,0.9847,0.8504,0.7199,0.7073,0.749,0.3209,5.1471,0.3342,4.4085,0.3626,3.4774,0.511,2.5431,0.6686,2.0571,0.2707,280.7,82.4667,7.9333,16.2203,15.9333,4.9747,0.2318,0.1607,118.8
9003,1.2824,2.0953,1.6535,1.6969,1.7663,1.5901,1.1591,0.7736,0.6276,0.4965,0.5588,0.6416,0.2841,6.1129,0.2876,4.9014,0.2975,3.8246,0.3651,2.5348,0.4778,1.9769,0.2474,280.0,97.0,9.1333,15.1988,18.9,4.4294,0.3465,0.1896,151.1333
9004,0.9443,1.5939,1.6751,1.7155,1.822,1.8585,1.5492,1.1992,0.9367,0.7074,0.5876,0.5481,0.3251,3.5708,0.3369,3.1903,0.3575,2.8011,0.4476,2.2201,0.6082,1.922,0.2802,268.3,110.6667,5.7667,26.9577,11.5,6.4218,0.1443,0.0795,150.1
9005,2.0231,2.6321,2.1588,2.1895,2.2694,2.2776,1.8097,1.513,1.4561,1.398,1.2908,1.3391,0.7155,8.1454,0.7418,6.5246,0.7877,4.9125,1.019,3.2298,1.2509,2.5656,0.4241,279.8333,88.4,19.7,5.0272,28.8667,2.7951,0.5845,0.391,170.5
10002,1.2137,1.9316,1.8064,1.7359,1.8623,1.5038,1.151,0.8588,0.7158,0.5871,0.5611,0.6911,0.3413,4.6598,0.3512,4.0879,0.3706,3.3431,0.4579,2.3991,0.5618,1.9637,0.3039,297.5333,79.1,8.3333,13.6454,14.0667,6.3511,0.1936,0.1376,124.6
10003,1.031,1.6909,1.7889,1.7526,1.7997,1.5471,1.2186,0.9058,0.7094,0.5764,0.5481,0.5867,0.347,3.6157,0.3548,3.3136,0.3682,2.8364,0.4417,2.2239,0.5438,1.8944,0.3107,292.6,85.9667,4.3,33.2369,9.0667,9.9156,0.1156,0.0703,109.3667
11001,0.9936,1.6397,1.7774,1.8104,1.8381,1.7277,1.3727,1.0243,0.831,0.6938,0.6336,0.5729,0.3597,3.7344,0.368,3.436,0.3852,2.9489,0.4777,2.2621,0.622,1.9414,0.3086,279.0667,103.9,5.4,26.7029,10.2667,8.2626,0.1263,0.0783,108.7333
11003,1.2,1.8642,1.9702,1.9955,2.0639,2.0132,1.6474,1.264,1.059,0.93,0.8413,0.7434,0.4889,4.303,0.5047,3.7974,0.5292,3.2308,0.6515,2.5025,0.8276,2.1634,0.3601,279.2667,110.7333,8.3667,18.2686,14.9667,5.0792,0.2057,0.113,153.0
11004,0.9264,1.5408,1.7135,1.7513,1.7794,1.6768,1.3575,1.0206,0.7958,0.6378,0.5823,0.559,0.3628,3.3912,0.3726,3.0256,0.3881,2.6715,0.455,2.1406,0.5821,1.8713,0.3228,269.1,100.6333,4.5667,30.9878,9.4667,9.1686,0.1193,0.0597,142.9
12001,2.3927,3.455,3.4485,3.3,3.1442,2.8834,2.1168,1.5467,1.3519,1.2981,1.2283,1.3134,0.7013,6.6766,0.7282,5.9337,0.7734,5.2501,0.9965,4.1537,1.2014,3.5706,0.3368,305.1667,95.2333,10.8,13.254,15.2333,6.0529,0.3598,0.2306,162.0333
12002,2.1729,3.3182,3.3859,3.2211,3.0651,2.6364,1.9074,1.378,1.1444,1.0518,1.0046,1.0581,0.5603,6.6264,0.5821,5.9073,0.6138,5.0935,0.7915,4.0287,0.9749,3.4651,0.2893,309.7333,95.9333,9.1,17.2991,14.7,6.3055,0.337,0.2149,160.1
12005,3.6763,4.9978,4.5586,4.1654,3.8124,3.714,2.702,1.9223,1.6621,1.638,1.5042,1.7955,0.793,10.2959,0.8293,8.9068,0.8847,7.5405,1.1793,5.7854,1.4892,4.8247,0.293,309.0,62.5333,11.5667,10.799,17.8,5.2543,0.6159,0.3938,164.9
12006,2.0654,2.9885,2.9145,2.79,2.6551,2.4073,1.7891,1.3301,1.2752,1.2949,1.1996,1.1667,0.6462,6.861,0.6694,5.7026,0.7099,4.6248,0.9135,3.5323,1.1495,3.0395,0.3555,307.7333,96.3,10.7333,11.9094,17.8333,4.8788,0.3625,0.2186,161.2
12007,3.5924,4.7051,4.588,4.3438,4.0854,3.6098,2.5085,1.7721,1.5377,1.5851,1.6378,2.1303,0.822,10.2691,0.861,9.0235,0.9237,7.4768,1.2155,5.6037,1.4984,4.7927,0.306,284.0333,103.1333,12.7333,9.1604,22.0333,4.2503,0.691,0.4909,171.7667
12008,2.648,3.7333,3.5503,3.309,3.0275,2.462,1.6771,1.1461,0.9254,0.8412,0.7987,0.8898,0.2995,11.1289,0.3112,8.9308,0.3322,6.7668,0.4696,4.5809,0.7221,3.7819,0.1576,299.1,64.7,7.4333,18.6182,17.5,5.6588,0.6337,0.346,145.5333
12009,3.1141,4.2835,4.0206,3.651,3.4857,2.9612,2.0528,1.5458,1.3325,1.2437,1.1602,1.2616,0.4435,13.4911,0.4782,10.8108,0.5224,8.1221,0.7477,5.3027,1.0735,4.3027,0.207,288.3667,74.2667,16.9333,6.483,29.9667,2.9624,1.0797,0.7607,178.6333
13001,1.3568,2.348,2.3899,2.2116,2.1142,1.7513,1.257,0.8889,0.6886,0.5473,0.549,0.5189,0.2308,7.0383,0.2418,5.4769,0.2553,4.2873,0.3365,2.9996,0.491,2.4772,0.1835,295.8667,76.2667,8.8667,12.9468,16.4,6.0382,0.3501,0.1998,160.2333
13004,2.731,4.3148,4.4234,4.0315,3.7397,3.1118,2.1756,1.5289,1.1581,1.0177,0.9846,1.1829,0.4865,8.948,0.5123,7.8451,0.5478,6.7174,0.7342,5.2108,0.9607,4.4423,0.2152,310.3,70.3667,7.0333,21.2462,14.4,7.7149,0.4889,0.3067,164.0333
13005,0.7829,1.6653,2.0373,1.916,1.8545,1.4177,0.8657,0.5052,0.2993,0.2362,0.2831,0.2649,0.0663,4.5838,0.0689,4.0891,0.0761,3.391,0.119,2.4629,0.2076,2.0561,0.0751,273.6333,78.5667,4.4333,33.7737,10.1667,10.5438,0.1786,0.1172,112.7
13007,2.2947,3.51,3.4803,3.1874,3.0294,2.5811,1.8337,1.3349,1.0749,0.9792,0.9371,0.9729,0.4688,8.9975,0.4896,7.5405,0.5173,6.066,0.6723,4.287,0.8852,3.5856,0.2448,289.3,81.0667,9.8667,14.1408,17.6667,5.6558,0.5198,0.3216,162.6667
13008,1.9935,3.3417,3.5904,3.4254,3.1821,2.6819,1.9408,1.3809,1.0561,0.9098,0.8451,0.9077,0.4657,7.2132,0.4783,6.4899,0.5011,5.4969,0.6483,4.2486,0.8408,3.6368,0.2373,312.2333,72.8,6.6667,19.4417,12.0667,9.0009,0.2898,0.2115,123.1667
14001,0.5587,1.1328,1.7006,1.8512,2.0246,1.6634,1.133,0.8505,0.6103,0.43,0.3733,0.3054,0.1706,3.6281,0.1748,3.3378,0.185,2.8993,0.2401,2.2625,0.3657,1.9366,0.1748,257.2333,121.3667,5.5333,25.7802,9.7333,11.5175,0.1311,0.0875,117.5
14002,0.5176,1.2128,1.7842,1.8274,1.8667,1.507,1.0122,0.6734,0.4135,0.2637,0.2333,0.2166,0.0813,3.563,0.0837,3.3319,0.0896,2.8944,0.1257,2.2526,0.2272,1.8975,0.0925,256.3,105.6667,4.0,38.2438,8.3667,12.954,0.1202,0.074,108.9333
14005,0.2051,0.5711,1.1142,1.3049,1.5143,1.2594,0.8111,0.5405,0.3331,0.1867,0.1484,0.0981,0.035,2.9834,0.0365,2.7494,0.04,2.3049,0.0601,1.7185,0.1367,1.4189,0.0591,253.0,124.8333,3.6333,39.6354,6.9667,14.1013,0.0793,0.0523,91.7
15006,3.3699,4.8846,5.5009,5.5216,5.2319,4.1085,3.0159,2.2377,1.7194,1.508,1.5061,1.9745,1.0297,8.3707,1.0495,8.0093,1.0885,7.4229,1.296,6.3637,1.5122,5.6246,0.3218,306.8,100.4,4.3667,33.901,8.5,13.0954,0.2476,0.1864,115.8
15007,4.3808,6.1936,7.3348,7.6714,7.5186,5.7946,4.4445,3.3882,2.5875,2.1985,2.0942,2.8131,1.4458,11.8671,1.4764,11.327,1.5455,10.55,1.8645,8.9095,2.1832,7.7254,0.3294,306.3333,108.8,5.5333,25.6747,8.1667,13.034,0.3507,0.2783,115.0
