catchment_id,month_01_Oct,month_02_Nov,month_03_Dec,month_04_Jan,month_05_Feb,month_06_Mar,month_07_Apr,month_08_May,month_09_Jun,month_10_Jul,month_11_Aug,month_12_Sep,min_1day,max_1day,min_3day,max_3day,min_7day,max_7day,min_30day,max_30day,min_90day,max_90day,base_flow_index,doy_min,doy_max,low_pulse_count,low_pulse_duration_mean,high_pulse_count,high_pulse_duration_mean,mean_rise_rate,mean_fall_rate,number_of_reversals
1001,1.824,2.8447,2.5887,2.4546,2.2431,1.337,0.9225,0.5768,0.3292,0.299,0.3208,0.8921,0.1168,6.1173,0.1188,5.3275,0.1241,4.5677,0.1727,3.3268,0.2746,2.7554,0.09,298.1333,93.5,7.4667,15.5699,15.6333,5.57,0.3582,0.2065,148.4667
2001,2.2412,3.2896,3.1205,3.1623,2.8852,1.9521,1.5454,1.1317,0.7742,0.5893,0.5792,1.1205,0.3924,7.2082,0.3969,6.2506,0.4108,5.2423,0.4738,3.8838,0.6038,3.3232,0.2213,303.2,64.9667,8.5333,15.6851,19.1333,4.15,0.5044,0.2955,153.0667
2002,2.9732,4.0148,3.6994,3.7022,3.2878,2.1644,1.6904,1.0809,0.6928,0.5813,0.6684,1.5479,0.1851,9.4552,0.1956,8.1237,0.2226,6.5338,0.3711,4.7231,0.5923,3.9975,0.1027,279.9333,65.0667,10.6333,11.4441,19.4667,4.2198,0.5483,0.4731,132.7667
3003,5.4081,6.4026,6.2395,6.4747,5.7572,4.1534,3.1646,2.0136,1.1997,1.4305,1.551,3.8702,0.2979,16.4752,0.3261,13.2022,0.3999,10.6135,0.8424,7.8813,1.3114,6.764,0.1006,271.4,85.5333,18.9,5.5964,28.7,3.0168,1.4035,1.1937,181.7333
4001,4.6332,5.9951,6.5744,6.9541,6.4579,4.7914,3.8866,2.9414,2.0724,1.7118,1.6746,2.8904,1.3664,10.4797,1.3784,9.9278,1.4073,9.1493,1.5415,7.7799,1.7755,6.8945,0.3347,300.7,86.7667,2.6667,47.1135,7.6667,12.8497,0.3108,0.2234,111.6667
4003,2.8277,4.1277,4.229,4.5232,4.0705,2.8711,2.2269,1.6695,1.1254,0.8639,0.7587,1.2307,0.5325,9.7643,0.5422,8.478,0.5551,7.0886,0.6617,5.3883,0.8286,4.5597,0.2192,304.8667,87.8667,7.7667,16.1753,16.2333,5.2539,0.6325,0.3363,136.7667
4005,6.1134,7.4376,7.7805,8.193,7.1006,4.7081,3.8205,2.3284,1.4293,1.3726,1.5072,4.0064,0.959,18.5989,0.9646,15.6143,0.9829,12.8383,1.141,9.6848,1.4077,8.2912,0.2126,310.2667,104.4,9.7667,12.1195,24.2,3.7605,1.3726,1.0121,163.3
4006,6.5803,7.8614,8.1236,8.5428,7.4927,5.0303,4.1038,2.5076,1.5729,1.6678,1.8158,4.7704,0.7298,17.5781,0.7615,15.2897,0.8287,13.1392,1.2096,10.101,1.6257,8.6825,0.1662,290.5333,92.2333,9.9,11.4208,21.0667,4.4029,1.1812,0.9308,163.7333
5003,5.4406,7.0239,8.2223,8.9286,8.4622,6.5511,5.5883,4.4634,3.4665,2.9029,2.5966,3.7263,2.358,12.9563,2.3872,12.3095,2.4286,11.5956,2.5612,9.9892,2.8876,8.7142,0.4349,308.3333,104.1,4.5667,30.2383,7.7333,14.0494,0.415,0.2787,155.0
6007,4.3039,5.6415,6.6012,7.0418,6.661,4.9106,4.2537,3.2449,2.482,2.1169,2.014,2.9646,1.6255,10.6199,1.6495,10.2377,1.6949,9.4648,1.8936,7.982,2.1517,6.9305,0.3918,303.2333,102.6,4.4333,31.3657,7.9667,13.3435,0.3104,0.2443,102.5333
6008,3.3801,4.7404,4.8844,5.0272,4.4911,2.563,1.8934,0.9053,0.396,0.2495,0.348,1.453,0.0547,11.7838,0.0577,10.2801,0.0654,8.226,0.1465,6.2392,0.2995,5.2158,0.026,297.0,96.9,5.5667,25.7404,16.9333,5.2616,0.614,0.4855,117.3333
7001,2.919,3.9298,3.835,3.8751,3.7168,2.906,2.1868,1.709,1.5691,1.5022,1.6232,1.9497,0.7853,10.5016,0.8311,8.4236,0.8991,6.7771,1.1749,4.8747,1.4391,4.1251,0.3406,276.0333,101.0,21.5667,4.3566,27.6333,3.1274,0.9019,0.6769,180.2
7002,2.3568,3.3231,3.033,3.0282,2.8522,2.2304,1.6212,1.2475,1.1789,1.1203,1.3239,1.4996,0.4606,7.9612,0.486,6.6935,0.5338,5.3898,0.7599,3.9166,1.0512,3.2853,0.2574,284.6667,96.6667,15.9,6.7533,21.1,4.2552,0.5511,0.3839,165.1333
7003,0.7133,1.1813,1.1937,1.2432,1.3467,1.3097,1.1076,0.8873,0.7701,0.6258,0.6412,0.5583,0.2318,3.9369,0.2435,3.3121,0.2645,2.4687,0.3756,1.6974,0.5498,1.4095,0.2731,235.7333,159.0,11.8333,11.8229,16.8,4.3043,0.1861,0.1334,122.3333
7005,1.4414,2.2054,1.8096,1.8058,1.7156,1.377,1.0271,0.8572,0.8686,0.7638,0.9607,0.9303,0.3284,6.2891,0.3372,5.0183,0.3584,3.8354,0.4992,2.6289,0.7104,2.0525,0.2733,262.2667,129.6333,15.9333,6.6619,20.5667,4.1297,0.4176,0.2548,150.2
7006,1.1826,1.6057,1.4286,1.5022,1.6032,1.5688,1.4418,1.3671,1.338,1.1807,1.1812,1.006,0.3735,5.0729,0.402,4.2921,0.4644,3.2568,0.7604,2.1188,1.0214,1.7412,0.3392,232.2,152.0333,22.9667,4.857,23.3667,3.0632,0.3256,0.2658,130.1
8004,2.0208,2.9727,2.8416,2.8772,2.7752,2.4278,2.0957,1.6742,1.6517,1.5774,1.5783,1.4832,0.8201,7.1471,0.8553,6.0262,0.9243,4.8054,1.1757,3.5677,1.4393,3.0264,0.4262,288.8,115.8333,17.2333,6.3389,21.5333,3.9058,0.4419,0.2937,168.9333
8005,1.8001,2.6483,3.3113,3.7266,3.7638,3.1656,2.8399,2.2415,1.8377,1.5368,1.3199,1.3354,1.0658,5.6292,1.0805,5.3624,1.1061,4.9448,1.2204,4.1625,1.3933,3.6677,0.4508,292.0333,119.5667,5.9333,23.7247,10.6,7.837,0.177,0.123,120.8333
