catchment_id,month_01_Oct,month_02_Nov,month_03_Dec,month_04_Jan,month_05_Feb,month_06_Mar,month_07_Apr,month_08_May,month_09_Jun,month_10_Jul,month_11_Aug,month_12_Sep,min_1day,max_1day,min_3day,max_3day,min_7day,max_7day,min_30day,max_30day,min_90day,max_90day,base_flow_index,doy_min,doy_max,low_pulse_count,low_pulse_duration_mean,high_pulse_count,high_pulse_duration_mean,mean_rise_rate,mean_fall_rate,number_of_reversals
1001,1.7252,2.663,2.2938,2.4371,2.1102,1.6327,0.8704,0.4704,0.2708,0.2447,0.1614,0.6558,0.0411,9.84,0.0419,8.3237,0.0436,6.5618,0.0587,3.8339,0.1476,2.787,0.0329,300.8333,103.6333,3.9333,40.6931,15.6,4.9561,0.7184,0.2534,112.5667
2001,2.1366,3.0497,2.7982,3.1425,2.7798,2.2713,1.5273,1.0342,0.6793,0.4379,0.3269,0.8865,0.1674,13.289,0.1694,10.5959,0.1741,7.6576,0.2147,4.4529,0.388,3.3955,0.0972,302.6333,87.4333,5.1667,30.2395,18.5333,4.2746,0.9702,0.355,118.2
2002,2.7709,3.7232,3.3771,3.7846,3.0925,2.6451,1.5704,0.9476,0.501,0.3538,0.2212,1.2812,0.0588,16.6055,0.0599,13.6156,0.0625,9.4807,0.0881,5.5015,0.2704,4.1043,0.0304,293.6333,102.9,7.4667,18.0782,19.4,4.102,0.9294,0.5846,105.9
3003,5.4579,5.6858,6.3957,7.0753,5.8439,4.8166,3.2475,2.1868,1.0592,1.3043,1.0771,4.2856,0.0271,29.6378,0.031,21.0381,0.0416,15.5103,0.2455,9.6046,0.9824,7.3181,0.0099,267.8,107.5333,11.0,9.7022,31.0333,3.0648,2.6513,1.7407,153.0333
4001,4.6527,5.5629,6.5954,7.2996,6.6868,5.4632,4.1696,3.1784,2.0507,1.5136,1.2913,2.7249,0.7701,14.6507,0.7829,13.5812,0.813,12.0381,1.017,9.1343,1.477,7.4223,0.1913,286.4333,97.5667,3.4333,42.0533,9.9667,10.0835,0.5628,0.317,92.7667
4003,2.5241,3.5762,4.0206,4.5755,3.8498,3.3197,2.197,1.4985,1.0579,0.7545,0.5523,0.8782,0.3706,13.9697,0.3747,11.4738,0.3853,9.2109,0.4376,6.063,0.6287,4.6718,0.16,279.5333,90.7667,5.4,28.5343,14.3,6.0826,1.2019,0.3859,101.1667
4005,6.103,6.7093,8.3365,9.0556,7.545,5.8092,3.9351,2.7555,1.4491,1.3755,1.1778,4.3517,0.9056,32.7527,0.9076,24.56,0.9137,18.5041,0.9566,12.1716,1.2427,9.3245,0.1901,261.2333,94.4667,8.9667,11.9517,23.1333,4.2814,3.1545,1.365,120.6333
4006,6.6797,7.0661,8.7665,9.5354,8.0025,6.1848,4.3638,3.1129,1.5614,1.6368,1.3356,5.2481,0.5621,31.0813,0.5657,24.8094,0.5777,19.1984,0.7404,12.8022,1.3729,9.7985,0.1112,278.9333,90.7333,9.9333,10.534,20.4,4.8705,2.5666,1.3213,132.3333
5003,5.4045,6.6193,8.7757,9.7147,9.1666,7.5302,5.9796,4.9442,3.6032,2.8522,2.3304,3.6251,1.8139,19.3076,1.8381,17.568,1.8808,15.7672,2.1475,12.4682,2.6847,9.9951,0.3224,282.7667,109.2,5.9333,24.2817,9.5333,11.6371,0.8981,0.4155,130.5667
6007,4.0828,5.1854,6.6676,7.6137,7.0176,5.8868,4.5337,3.5309,2.3365,1.8668,1.5694,2.6796,0.9149,15.4455,0.9323,14.6088,0.9818,12.9907,1.2655,9.7421,1.7647,7.8083,0.2245,294.2,108.0,5.3333,26.1077,9.4667,10.6762,0.6052,0.3529,84.9667
6008,3.1699,4.3511,5.0217,5.4925,4.5243,3.3326,1.8662,0.9082,0.2688,0.1081,0.0908,1.106,0.0096,18.3583,0.0098,15.2089,0.0105,11.6206,0.019,7.4628,0.097,5.7081,0.0041,290.9333,92.9667,4.3333,32.4294,14.1333,6.4016,1.0922,0.6144,89.8
7001,2.663,3.7456,3.6501,4.1677,3.483,3.2285,1.9968,1.5464,1.1954,1.2264,1.0013,1.4673,0.4456,18.4593,0.4557,13.3782,0.4788,9.432,0.622,5.6923,0.996,4.3934,0.1958,248.1333,103.6667,11.3,8.301,23.6667,3.7119,1.5736,0.7287,142.9
