catchment_id,month_01_Oct,month_02_Nov,month_03_Dec,month_04_Jan,month_05_Feb,month_06_Mar,month_07_Apr,month_08_May,month_09_Jun,month_10_Jul,month_11_Aug,month_12_Sep,min_1day,max_1day,min_3day,max_3day,min_7day,max_7day,min_30day,max_30day,min_90day,max_90day,base_flow_index,doy_min,doy_max,low_pulse_count,low_pulse_duration_mean,high_pulse_count,high_pulse_duration_mean,mean_rise_rate,mean_fall_rate,number_of_reversals
1001,1.9816,3.2962,2.9915,2.707,2.6359,1.3703,1.045,0.5809,0.3862,0.4757,0.4508,0.8196,0.0694,12.765,0.0716,10.5828,0.0784,8.1893,0.1161,4.6139,0.2478,3.3497,0.0497,286.5667,71.5667,5.2333,21.7949,15.3,6.3155,0.8971,0.3223,114.9
2001,2.2721,3.6452,3.5249,3.3975,3.1677,1.8874,1.6248,1.1381,0.8143,0.7634,0.7403,1.034,0.2956,15.0386,0.2998,11.943,0.3153,8.8553,0.3957,5.1242,0.5904,3.9096,0.158,297.0333,70.7667,6.5,18.8826,18.9,4.7981,1.1541,0.4319,123.3667
2002,3.0296,4.3474,4.1831,3.9101,3.6542,2.0204,1.7643,1.0973,0.7432,0.8351,0.8896,1.3822,0.124,19.566,0.1272,15.7558,0.1355,11.0129,0.2356,6.2333,0.5492,4.6754,0.0585,293.3333,77.8,9.4333,11.048,20.7667,4.3321,1.0759,0.7351,112.0667
3003,5.8049,6.2696,7.148,6.6779,5.8914,3.8369,3.1104,2.4168,1.2283,1.8245,1.7246,3.4507,0.0414,34.4406,0.0502,25.228,0.0726,17.0205,0.378,10.5114,1.2381,7.6908,0.0168,271.7667,93.8333,13.3,7.294,29.9333,3.087,2.8349,1.7946,150.0333
4001,4.5025,5.749,7.3251,7.1635,6.5959,4.3853,3.6069,3.0587,2.1592,1.9408,1.9266,2.8017,1.0656,17.3874,1.0859,15.8902,1.1244,13.3695,1.3707,9.6123,1.8235,7.5166,0.2651,290.9333,90.1333,5.2667,22.8369,10.0667,10.7953,0.6279,0.3365,94.9333
4003,2.8849,4.4856,4.9263,4.9339,4.415,2.5194,2.3009,1.7656,1.1658,1.0076,0.9162,1.2676,0.476,20.5521,0.4868,16.847,0.5096,12.5841,0.6212,7.2845,0.845,5.4217,0.1891,194.7667,98.5,6.3667,21.3647,15.2,6.1881,1.453,0.4843,105.8667
4005,6.3266,6.8642,8.7899,8.0886,7.3542,3.921,3.4907,2.6072,1.3919,1.5488,1.6763,3.677,0.9482,33.8328,0.9524,27.0214,0.9572,19.5652,1.0041,12.3809,1.3681,9.0824,0.2097,209.9333,101.2667,13.3667,8.2045,21.7333,4.1411,3.0009,1.3255,119.8
4006,6.8079,7.1759,9.0836,8.3101,7.6918,4.2778,3.6701,2.853,1.5649,1.9623,2.0231,4.3861,0.6426,32.2224,0.6472,26.0781,0.6587,19.787,0.8489,12.8283,1.576,9.425,0.1341,270.8333,83.3667,12.9,7.76,20.0,4.5591,2.4997,1.2803,129.4667
5003,5.3539,6.5139,8.7678,8.7892,8.498,5.907,5.1019,4.4983,3.4834,2.9922,2.7361,3.6991,2.0962,20.0733,2.1255,18.0364,2.1721,16.0765,2.4089,12.1712,2.8578,9.1785,0.3991,294.2333,91.9333,8.9333,13.9141,9.9333,10.6313,0.8937,0.3927,125.2
6007,4.2048,5.1356,7.1528,6.7898,6.6561,4.3707,3.7641,3.2954,2.5815,2.3029,2.1905,2.9271,1.1677,16.2474,1.1986,15.2662,1.2762,13.3118,1.6771,9.7426,2.1605,7.3077,0.3004,285.7,89.8667,7.2333,16.2194,10.7667,9.276,0.6286,0.3518,83.1667
6008,3.3364,4.2863,5.5079,4.8268,4.477,2.1337,1.6417,0.9637,0.3968,0.312,0.4739,1.4209,0.0268,22.2223,0.0279,18.4274,0.0309,13.2029,0.0685,7.8957,0.2453,5.6294,0.012,304.1333,96.8,6.4,17.6196,13.9667,6.3122,1.1196,0.6413,90.7
7001,3.0566,3.8269,4.5401,3.7946,3.9817,2.338,2.0704,1.825,1.5465,1.7812,1.8843,2.0688,0.5854,21.0322,0.6022,15.4538,0.6371,10.8631,0.8904,6.2019,1.3293,4.667,0.2347,225.6,96.9333,11.4,6.3817,26.9667,3.5733,1.7738,0.8374,141.0667
7002,2.5301,3.4392,3.6191,3.1145,2.9554,1.9224,1.6095,1.3231,1.1833,1.4834,1.6281,1.6635,0.2249,17.4444,0.2405,12.5384,0.2734,8.9104,0.4761,5.1475,0.941,3.8523,0.1214,257.0333,107.0667,9.8667,8.5684,19.9667,4.8476,1.1155,0.526,134.5667
7003,0.9453,1.6151,1.7454,1.5283,1.5844,1.5183,1.2342,0.9668,0.8731,0.9607,1.0454,0.828,0.1223,10.2145,0.1339,8.0904,0.1589,5.5988,0.3048,3.0399,0.5975,2.0986,0.1258,212.3333,157.6667,7.4333,11.1508,15.1333,6.8054,0.4269,0.236,99.0
7005,1.7137,2.5335,2.3144,1.9214,1.7146,1.4735,1.1514,0.8712,0.8871,1.1141,1.2668,1.1076,0.2791,16.5736,0.2819,11.6602,0.2884,7.931,0.3583,3.9321,0.6103,2.6228,0.1943,224.2,142.7667,7.4333,11.1491,17.6,5.5604,0.9873,0.3493,111.6667
7006,1.4872,2.0009,1.9606,1.7539,1.776,1.7381,1.611,1.5101,1.4815,1.6348,1.6243,1.2639,0.1705,13.2202,0.1868,10.5212,0.2226,7.1062,0.5095,3.593,1.0084,2.4973,0.1345,201.5667,161.0667,15.2333,5.1674,22.0333,4.526,0.7339,0.4439,104.9
8004,2.1189,3.2604,3.3159,3.1457,2.9339,2.2915,2.2556,1.6875,1.6256,1.8931,1.8365,1.5936,0.4445,14.2614,0.4758,10.6207,0.5461,7.6447,0.8743,4.758,1.3113,3.6399,0.2304,246.6333,128.9667,11.3333,8.1814,21.4,4.4708,0.8879,0.4017,136.7667
8005,1.7843,2.5417,3.6342,3.8339,4.0432,2.87,2.5757,2.206,1.8707,1.6405,1.4323,1.4078,0.8682,8.4975,0.8815,7.795,0.9168,6.6143,1.1522,4.8471,1.449,3.9928,0.3732,233.3333,117.6333,7.1667,18.827,9.5333,11.4244,0.3121,0.1701,96.8667
8006,1.5494,2.273,2.8563,2.8406,2.8905,2.083,2.0541,1.7295,1.5486,1.5269,1.3238,1.2181,0.4298,7.3557,0.4526,6.4631,0.5078,5.2609,0.8098,3.7704,1.2244,3.0681,0.2515,246.4333,127.3,8.9667,11.6421,14.1667,6.3163,0.3565,0.2111,102.7
8009,1.7084,2.6654,3.42,3.121,3.0013,1.9068,1.6464,1.2529,0.9697,1.0351,1.0624,1.0934,0.2145,13.2493,0.2356,9.9769,0.2755,7.4532,0.4869,4.5554,0.7902,3.5177,0.1403,254.2667,120.3,9.8,9.3872,19.2667,5.0198,0.8772,0.4151,140.8
8011,1.4823,2.4165,2.4482,2.3898,2.2901,1.9863,2.0151,1.507,1.3996,1.5494,1.4332,1.1958,0.3738,12.0686,0.399,8.5819,0.4468,5.9413,0.6747,3.7029,1.0821,2.8087,0.2383,237.1,156.9333,9.4667,9.7864,19.1,5.145,0.6897,0.2869,133.7333
8013,2.5112,3.6426,4.5291,4.3247,4.3889,2.7847,2.5629,1.9768,1.7436,1.6931,1.5496,1.7118,0.4705,15.9337,0.5057,12.3794,0.5736,9.2606,1.029,6.0224,1.4338,4.7114,0.2053,251.7,113.1333,9.3667,9.4347,14.7333,6.8291,0.884,0.4272,138.1667
9002,1.2446,2.5034,2.3531,2.2547,2.0767,1.6327,1.5319,0.999,0.8721,0.9875,1.0946,0.9216,0.1376,11.4899,0.1512,9.0601,0.1845,6.1762,0.3718,3.8139,0.6699,2.6934,0.1155,242.3333,109.3,7.8,12.3668,12.0667,8.2713,0.4571,0.2572,99.2667
9003,1.2199,2.5375,2.2856,2.0565,1.846,1.5784,1.2268,0.8316,0.6916,0.818,1.1234,0.84,0.2158,14.8057,0.222,10.7566,0.2375,7.4206,0.3144,3.9404,0.5139,2.634,0.1635,232.9,131.8333,5.0,22.5781,17.8,5.3908,0.7946,0.2928,121.2
9004,0.9175,1.9468,2.1836,2.201,2.1566,1.7551,1.8027,1.2485,0.9266,0.8372,0.7857,0.7038,0.2167,6.5706,0.2267,5.5852,0.249,4.5441,0.3693,3.2742,0.6422,2.4908,0.168,181.6,110.9667,5.9333,19.6326,8.5,11.4343,0.3076,0.1215,123.6
9005,1.9432,3.2265,2.6011,2.6362,2.473,2.0985,2.1228,1.521,1.4485,1.641,1.5797,1.3891,0.5537,17.8581,0.5658,13.1357,0.6001,8.7425,0.8077,4.6318,1.1618,3.2782,0.293,172.5333,123.1333,13.2333,5.8275,21.2,4.487,1.21,0.5238,135.4
